sclk,uttime,target,time_ca,targ_pos_x,targ_pos_y,targ_pos_z,source,data_reliability,table_set_id,coadd_cnt,osp_fil_1_status,oss_fil_2_status,csp_fil_3_status,css_fil_4_status,seq_table,cyc_num,cyc_table,scan_num,trap_table,sw_table,mass_table,focus_table,da_table,velocity_comp,ipnum,mass_per_charge,os_lens2,os_lens1,os_lens4,os_lens3,qp_lens2,qp_lens1,qp_lens4,qp_lens3,qp_bias,ion_defl2,ion_defl1,ion_defl4,ion_defl3,top_plate,p_energy,alt_t,view_dir_t_x,view_dir_t_y,view_dir_t_z,sc_pos_t_x,sc_pos_t_y,sc_pos_t_z,sc_vel_t_x,sc_vel_t_y,sc_vel_t_z,sc_vel_t_scx,sc_vel_t_scy,sc_vel_t_scz,lst_t,sza_t,ss_long_t,distance_s,view_dir_s_x,view_dir_s_y,view_dir_s_z,sc_pos_s_x,sc_pos_s_y,sc_pos_s_z,sc_vel_s_x,sc_vel_s_y,sc_vel_s_z,lst_s,sza_s,ss_long_s,sc_att_angle_ra,sc_att_angle_dec,sc_att_angle_tw,c1counts,c2counts
,ms,,ms,km,km,km,,,,,,,,,,,,,,,,,,km/s,,Da/z,V,V,V,V,V,V,V,V,V,V,V,V,V,V,eV,km,,,,km,km,km,km/s,km/s,km/s,km/s,km/s,km/s,hours,deg,deg,km,,,,km,km,km,km/s,km/s,km/s,hours,deg,deg,rad,rad,rad,,
sclk,uttime (ms),target,time_ca (ms),targ_pos_x (km),targ_pos_y (km),targ_pos_z (km),source,data_reliability,table_set_id,coadd_cnt,osp_fil_1_status,oss_fil_2_status,csp_fil_3_status,css_fil_4_status,seq_table,cyc_num,cyc_table,scan_num,trap_table,sw_table,mass_table,focus_table,da_table,velocity_comp (km/s),ipnum,mass_per_charge (Da/z),os_lens2 (V),os_lens1 (V),os_lens4 (V),os_lens3 (V),qp_lens2 (V),qp_lens1 (V),qp_lens4 (V),qp_lens3 (V),qp_bias (V),ion_defl2 (V),ion_defl1 (V),ion_defl4 (V),ion_defl3 (V),top_plate (V),p_energy (eV),alt_t (km),view_dir_t_x,view_dir_t_y,view_dir_t_z,sc_pos_t_x (km),sc_pos_t_y (km),sc_pos_t_z (km),sc_vel_t_x (km/s),sc_vel_t_y (km/s),sc_vel_t_z (km/s),sc_vel_t_scx (km/s),sc_vel_t_scy (km/s),sc_vel_t_scz (km/s),lst_t (hours),sza_t (deg),ss_long_t (deg),distance_s (km),view_dir_s_x,view_dir_s_y,view_dir_s_z,sc_pos_s_x (km),sc_pos_s_y (km),sc_pos_s_z (km),sc_vel_s_x (km/s),sc_vel_s_y (km/s),sc_vel_s_z (km/s),lst_s (hours),sza_s (deg),ss_long_s (deg),sc_att_angle_ra (rad),sc_att_angle_dec (rad),sc_att_angle_tw (rad),c1counts,c2counts
2005-048T00:14:55.461,895461,"EPIMETHEUS",-46189,85968,125415,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,57,60.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.193,71659.685,0.003343,-0.005169,-0.999981,-68901.91,-19934.53,68.85,-1.321,4.44,0.07,0.097,-1.988,-4.184,17.278,80.051,243.03,213348,-0.00028,-0.000262,-1.0,154245,147397,-273,10.346,-13.466,0.131,-5.0,103.802,61.3,-0.112919,0.007806,0.7935,25,8
2005-048T00:14:55.495,895495,"EPIMETHEUS",-46155,85969,125415,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,58,61.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.38,71659.686,0.003343,-0.005169,-0.999981,-68901.96,-19934.38,68.85,-1.321,4.44,0.07,0.097,-1.988,-4.184,17.278,80.051,243.03,213348,-0.00028,-0.000262,-1.0,154245,147396,-273,10.346,-13.466,0.131,-5.0,103.802,61.3,-0.112919,0.007806,0.793498,18,10
2005-048T00:14:55.529,895529,"EPIMETHEUS",-46121,85969,125415,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,59,62.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.567,71659.687,0.003343,-0.005169,-0.999981,-68902.0,-19934.23,68.85,-1.321,4.44,0.07,0.097,-1.988,-4.184,17.278,80.051,243.03,213348,-0.00028,-0.000262,-1.0,154245,147396,-273,10.346,-13.466,0.131,-5.0,103.802,61.3,-0.112919,0.007806,0.793495,17,13
2005-048T00:14:55.563,895563,"EPIMETHEUS",-46087,85969,125414,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,60,63.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.753,71659.688,0.003342,-0.005168,-0.999981,-68902.05,-19934.08,68.86,-1.321,4.44,0.07,0.097,-1.988,-4.184,17.278,80.051,243.03,213348,-0.00028,-0.000262,-1.0,154246,147395,-273,10.346,-13.466,0.131,-5.0,103.802,61.3,-0.112919,0.007806,0.793493,20,5
2005-048T00:14:55.597,895597,"EPIMETHEUS",-46053,85969,125414,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,61,64.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.94,71659.689,0.003342,-0.005168,-0.999981,-68902.09,-19933.93,68.86,-1.321,4.44,0.07,0.097,-1.988,-4.184,17.278,80.051,243.03,213348,-0.00028,-0.000262,-1.0,154246,147395,-273,10.346,-13.466,0.131,-5.0,103.802,61.3,-0.112919,0.007806,0.793491,20,13
2005-048T00:14:55.631,895631,"EPIMETHEUS",-46019,85970,125414,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,62,65.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.126,71659.691,0.003342,-0.005168,-0.999981,-68902.14,-19933.78,68.86,-1.321,4.44,0.07,0.097,-1.988,-4.184,17.278,80.052,243.03,213348,-0.00028,-0.000262,-1.0,154246,147394,-273,10.346,-13.466,0.131,-5.0,103.802,61.3,-0.112919,0.007806,0.793488,28,8
2005-048T00:14:55.665,895665,"EPIMETHEUS",-45985,85970,125414,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,63,66.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.313,71659.692,0.003342,-0.005168,-0.999981,-68902.18,-19933.63,68.86,-1.321,4.44,0.07,0.097,-1.988,-4.184,17.278,80.052,243.03,213348,-0.00028,-0.000262,-1.0,154247,147394,-273,10.346,-13.466,0.131,-5.0,103.803,61.3,-0.112919,0.007806,0.793486,22,9
2005-048T00:14:55.700,895700,"EPIMETHEUS",-45950,85970,125414,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,64,67.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.499,71659.693,0.003342,-0.005168,-0.999981,-68902.23,-19933.47,68.87,-1.321,4.44,0.07,0.097,-1.987,-4.184,17.278,80.052,243.03,213348,-0.00028,-0.000262,-1.0,154247,147393,-273,10.346,-13.466,0.131,-5.0,103.803,61.3,-0.112919,0.007806,0.793484,16,9
2005-048T00:14:55.734,895734,"EPIMETHEUS",-45916,85971,125414,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,65,68.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.686,71659.694,0.003342,-0.005168,-0.999981,-68902.27,-19933.32,68.87,-1.321,4.44,0.07,0.097,-1.987,-4.184,17.278,80.052,243.03,213347,-0.00028,-0.000262,-1.0,154247,147393,-273,10.346,-13.466,0.131,-5.0,103.803,61.3,-0.112919,0.007807,0.793481,18,11
2005-048T00:14:55.768,895768,"EPIMETHEUS",-45882,85971,125413,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,66,69.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.872,71659.695,0.003342,-0.005168,-0.999981,-68902.32,-19933.17,68.87,-1.321,4.44,0.07,0.097,-1.987,-4.184,17.278,80.052,243.03,213347,-0.00028,-0.000263,-1.0,154248,147393,-273,10.346,-13.466,0.131,-5.0,103.803,61.3,-0.112919,0.007807,0.793479,18,13
2005-048T00:14:55.802,895802,"EPIMETHEUS",-45848,85971,125413,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,67,70.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,13.059,71659.697,0.003342,-0.005168,-0.999981,-68902.36,-19933.02,68.87,-1.321,4.44,0.07,0.097,-1.987,-4.184,17.278,80.052,243.03,213347,-0.00028,-0.000263,-1.0,154248,147392,-273,10.346,-13.466,0.131,-5.0,103.803,61.3,-0.112919,0.007807,0.793477,29,10
2005-048T00:14:55.836,895836,"EPIMETHEUS",-45814,85971,125413,-444,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,68,71.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,13.246,71659.698,0.003342,-0.005168,-0.999981,-68902.41,-19932.87,68.88,-1.321,4.44,0.07,0.097,-1.987,-4.184,17.278,80.052,243.03,213347,-0.00028,-0.000263,-1.0,154249,147392,-273,10.346,-13.466,0.131,-5.0,103.803,61.3,-0.112919,0.007807,0.793475,23,8
2005-048T00:16:02.974,962974,"EPIMETHEUS",21324,86481,125074,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,1,1.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.187,71663.562,0.003327,-0.004392,-0.999985,-68991.53,-19636.4,73.58,-1.334,4.392,0.07,0.094,-1.925,-4.167,17.288,80.196,243.43,213226,-0.000283,-0.001059,-0.999999,154941,146488,-264,10.288,-13.467,0.131,-4.978,104.103,61.93,-0.113452,0.007431,0.79162,31,5
2005-048T00:16:03.008,963008,"EPIMETHEUS",21358,86481,125074,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,2,2.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.373,71663.565,0.003327,-0.004389,-0.999985,-68991.57,-19636.25,73.58,-1.334,4.392,0.07,0.094,-1.925,-4.167,17.288,80.196,243.43,213226,-0.000283,-0.001062,-0.999999,154942,146487,-264,10.288,-13.467,0.131,-4.978,104.104,61.93,-0.113454,0.007428,0.791626,116,10
2005-048T00:16:03.042,963042,"EPIMETHEUS",21392,86481,125074,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,3,3.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.56,71663.568,0.003327,-0.004386,-0.999985,-68991.62,-19636.1,73.59,-1.334,4.392,0.07,0.094,-1.925,-4.167,17.288,80.197,243.43,213226,-0.000283,-0.001065,-0.999999,154942,146487,-264,10.288,-13.467,0.131,-4.978,104.104,61.93,-0.113455,0.007426,0.79163,17,6
2005-048T00:16:03.076,963076,"EPIMETHEUS",21426,86481,125073,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,4,4.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.746,71663.57,0.003327,-0.004383,-0.999985,-68991.66,-19635.95,73.59,-1.334,4.392,0.07,0.094,-1.925,-4.167,17.288,80.197,243.43,213226,-0.000283,-0.001068,-0.999999,154942,146486,-264,10.288,-13.467,0.131,-4.978,104.104,61.93,-0.113457,0.007423,0.791636,17,13
2005-048T00:16:03.110,963110,"EPIMETHEUS",21460,86482,125073,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,5,5.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.933,71663.573,0.003327,-0.004381,-0.999985,-68991.71,-19635.8,73.59,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.43,213226,-0.000283,-0.00107,-0.999999,154943,146486,-264,10.288,-13.467,0.131,-4.978,104.104,61.93,-0.113459,0.00742,0.791641,26,6
2005-048T00:16:03.144,963144,"EPIMETHEUS",21494,86482,125073,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,6,6.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,1.119,71663.576,0.003327,-0.004378,-0.999985,-68991.75,-19635.65,73.59,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.43,213226,-0.000283,-0.001073,-0.999999,154943,146485,-264,10.288,-13.467,0.131,-4.978,104.104,61.93,-0.113461,0.007418,0.791646,22,11
2005-048T00:16:03.178,963178,"EPIMETHEUS",21528,86482,125073,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,7,7.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,1.306,71663.579,0.003327,-0.004375,-0.999985,-68991.8,-19635.5,73.59,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.43,213226,-0.000283,-0.001076,-0.999999,154943,146485,-264,10.288,-13.467,0.131,-4.978,104.104,61.94,-0.113463,0.007415,0.791651,29,10
2005-048T00:16:03.212,963212,"EPIMETHEUS",21562,86482,125073,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,8,8.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,1.492,71663.581,0.003326,-0.004373,-0.999985,-68991.84,-19635.35,73.6,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.43,213226,-0.000283,-0.001079,-0.999999,154944,146484,-264,10.288,-13.467,0.131,-4.978,104.104,61.94,-0.113465,0.007412,0.791656,25,7
2005-048T00:16:03.246,963246,"EPIMETHEUS",21596,86483,125072,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,9,12.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.239,71663.584,0.003326,-0.00437,-0.999985,-68991.89,-19635.2,73.6,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.44,213226,-0.000283,-0.001081,-0.999999,154944,146484,-264,10.288,-13.467,0.131,-4.978,104.105,61.94,-0.113466,0.00741,0.791661,18,11
2005-048T00:16:03.280,963280,"EPIMETHEUS",21630,86483,125072,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,10,13.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.425,71663.587,0.003326,-0.004367,-0.999985,-68991.93,-19635.05,73.6,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.44,213226,-0.000283,-0.001084,-0.999999,154944,146483,-264,10.287,-13.467,0.131,-4.978,104.105,61.94,-0.113468,0.007407,0.791666,25,9
2005-048T00:16:03.314,963314,"EPIMETHEUS",21664,86483,125072,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,11,14.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.612,71663.589,0.003326,-0.004364,-0.999985,-68991.98,-19634.9,73.6,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.44,213226,-0.000282,-0.001087,-0.999999,154945,146483,-264,10.287,-13.467,0.131,-4.978,104.105,61.94,-0.11347,0.007404,0.791671,25,12
2005-048T00:16:03.348,963348,"EPIMETHEUS",21698,86483,125072,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,12,15.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.798,71663.592,0.003326,-0.004362,-0.999985,-68992.03,-19634.76,73.61,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.44,213226,-0.000282,-0.001089,-0.999999,154945,146482,-264,10.287,-13.467,0.131,-4.978,104.105,61.94,-0.113472,0.007401,0.791677,22,17
2005-048T00:16:03.382,963382,"EPIMETHEUS",21732,86484,125072,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,13,16.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.985,71663.595,0.003326,-0.004359,-0.999985,-68992.07,-19634.61,73.61,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.44,213226,-0.000282,-0.001092,-0.999999,154945,146482,-264,10.287,-13.467,0.131,-4.978,104.105,61.94,-0.113474,0.007399,0.791681,19,9
2005-048T00:16:03.416,963416,"EPIMETHEUS",21766,86484,125072,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,14,17.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.171,71663.598,0.003326,-0.004356,-0.999985,-68992.12,-19634.46,73.61,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.44,213226,-0.000282,-0.001095,-0.999999,154946,146482,-264,10.287,-13.467,0.131,-4.978,104.105,61.94,-0.113476,0.007396,0.791687,16,5
2005-048T00:16:03.450,963450,"EPIMETHEUS",21800,86484,125071,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,15,18.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.358,71663.6,0.003326,-0.004354,-0.999985,-68992.16,-19634.31,73.61,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.44,213226,-0.000282,-0.001098,-0.999999,154946,146481,-264,10.287,-13.467,0.131,-4.978,104.106,61.94,-0.113478,0.007394,0.791692,29,5
2005-048T00:16:03.484,963484,"EPIMETHEUS",21834,86484,125071,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,16,19.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.545,71663.603,0.003326,-0.004351,-0.999985,-68992.21,-19634.16,73.62,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.197,243.44,213226,-0.000282,-0.0011,-0.999999,154946,146481,-264,10.287,-13.467,0.131,-4.978,104.106,61.94,-0.113479,0.007391,0.791697,30,7
2005-048T00:16:03.518,963518,"EPIMETHEUS",21868,86485,125071,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,17,20.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.731,71663.606,0.003326,-0.004348,-0.999985,-68992.25,-19634.01,73.62,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.198,243.44,213225,-0.000282,-0.001103,-0.999999,154947,146480,-264,10.287,-13.467,0.131,-4.978,104.106,61.94,-0.113481,0.007388,0.791702,15,11
2005-048T00:16:03.552,963552,"EPIMETHEUS",21902,86485,125071,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,18,21.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.918,71663.609,0.003326,-0.004345,-0.999985,-68992.3,-19633.86,73.62,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.198,243.44,213225,-0.000282,-0.001106,-0.999999,154947,146480,-264,10.287,-13.467,0.131,-4.978,104.106,61.94,-0.113483,0.007386,0.791707,22,4
2005-048T00:16:03.586,963586,"EPIMETHEUS",21936,86485,125071,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,19,22.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.104,71663.611,0.003326,-0.004343,-0.999985,-68992.34,-19633.71,73.62,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.198,243.44,213225,-0.000282,-0.001108,-0.999999,154947,146479,-264,10.287,-13.467,0.131,-4.978,104.106,61.94,-0.113485,0.007383,0.791712,19,8
2005-048T00:16:03.620,963620,"EPIMETHEUS",21970,86486,125071,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,20,23.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.291,71663.614,0.003326,-0.00434,-0.999985,-68992.39,-19633.56,73.63,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.198,243.44,213225,-0.000282,-0.001111,-0.999999,154948,146479,-264,10.287,-13.467,0.131,-4.978,104.106,61.94,-0.113487,0.00738,0.791717,21,9
2005-048T00:16:03.654,963654,"EPIMETHEUS",22004,86486,125070,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,21,24.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.477,71663.617,0.003326,-0.004337,-0.999985,-68992.43,-19633.41,73.63,-1.334,4.392,0.07,0.094,-1.924,-4.167,17.288,80.198,243.44,213225,-0.000282,-0.001114,-0.999999,154948,146478,-264,10.287,-13.467,0.131,-4.978,104.106,61.94,-0.113488,0.007378,0.791722,27,13
2005-048T00:16:03.688,963688,"EPIMETHEUS",22038,86486,125070,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,22,25.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.664,71663.619,0.003326,-0.004335,-0.999985,-68992.48,-19633.26,73.63,-1.334,4.392,0.07,0.094,-1.923,-4.167,17.288,80.198,243.44,213225,-0.000281,-0.001117,-0.999999,154949,146478,-264,10.287,-13.467,0.131,-4.978,104.107,61.94,-0.11349,0.007375,0.791728,38,15
2005-048T00:16:03.722,963722,"EPIMETHEUS",22072,86486,125070,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,23,26.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.85,71663.622,0.003326,-0.004332,-0.999985,-68992.52,-19633.11,73.63,-1.334,4.391,0.07,0.094,-1.923,-4.167,17.288,80.198,243.44,213225,-0.000281,-0.001119,-0.999999,154949,146477,-264,10.287,-13.467,0.131,-4.978,104.107,61.94,-0.113492,0.007373,0.791732,19,9
2005-048T00:16:03.756,963756,"EPIMETHEUS",22106,86487,125070,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,24,27.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.037,71663.625,0.003326,-0.004329,-0.999985,-68992.57,-19632.96,73.64,-1.334,4.391,0.07,0.093,-1.923,-4.167,17.288,80.198,243.44,213225,-0.000281,-0.001122,-0.999999,154949,146477,-264,10.287,-13.467,0.131,-4.978,104.107,61.94,-0.113494,0.00737,0.791738,27,8
2005-048T00:16:03.790,963790,"EPIMETHEUS",22140,86487,125070,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,25,28.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.224,71663.628,0.003326,-0.004326,-0.999985,-68992.61,-19632.81,73.64,-1.334,4.391,0.07,0.093,-1.923,-4.167,17.288,80.198,243.44,213225,-0.000281,-0.001125,-0.999999,154950,146477,-264,10.287,-13.467,0.131,-4.978,104.107,61.94,-0.113496,0.007367,0.791743,64,9
2005-048T00:16:03.824,963824,"EPIMETHEUS",22174,86487,125070,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,26,29.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.41,71663.63,0.003326,-0.004324,-0.999985,-68992.66,-19632.67,73.64,-1.334,4.391,0.07,0.093,-1.923,-4.167,17.288,80.198,243.44,213225,-0.000281,-0.001127,-0.999999,154950,146476,-264,10.287,-13.467,0.131,-4.978,104.107,61.94,-0.113498,0.007365,0.791748,14,8
2005-048T00:16:03.858,963858,"EPIMETHEUS",22208,86487,125069,-439,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,27,30.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.597,71663.633,0.003326,-0.004321,-0.999985,-68992.71,-19632.52,73.64,-1.334,4.391,0.07,0.093,-1.923,-4.167,17.288,80.198,243.44,213225,-0.000281,-0.00113,-0.999999,154950,146476,-264,10.287,-13.467,0.131,-4.978,104.107,61.94,-0.113499,0.007362,0.791753,23,9
