sclk,uttime,target,time_ca,targ_pos_x,targ_pos_y,targ_pos_z,source,data_reliability,table_set_id,coadd_cnt,osp_fil_1_status,oss_fil_2_status,csp_fil_3_status,css_fil_4_status,seq_table,cyc_num,cyc_table,scan_num,trap_table,sw_table,mass_table,focus_table,da_table,velocity_comp,ipnum,mass_per_charge,os_lens2,os_lens1,os_lens4,os_lens3,qp_lens2,qp_lens1,qp_lens4,qp_lens3,qp_bias,ion_defl2,ion_defl1,ion_defl4,ion_defl3,top_plate,p_energy,alt_t,view_dir_t_x,view_dir_t_y,view_dir_t_z,sc_pos_t_x,sc_pos_t_y,sc_pos_t_z,sc_vel_t_x,sc_vel_t_y,sc_vel_t_z,sc_vel_t_scx,sc_vel_t_scy,sc_vel_t_scz,lst_t,sza_t,ss_long_t,distance_s,view_dir_s_x,view_dir_s_y,view_dir_s_z,sc_pos_s_x,sc_pos_s_y,sc_pos_s_z,sc_vel_s_x,sc_vel_s_y,sc_vel_s_z,lst_s,sza_s,ss_long_s,sc_att_angle_ra,sc_att_angle_dec,sc_att_angle_tw,c1counts,c2counts
,ms,,ms,km,km,km,,,,,,,,,,,,,,,,,,km/s,,Da/z,V,V,V,V,V,V,V,V,V,V,V,V,V,V,eV,km,,,,km,km,km,km/s,km/s,km/s,km/s,km/s,km/s,hours,deg,deg,km,,,,km,km,km,km/s,km/s,km/s,hours,deg,deg,rad,rad,rad,,
sclk,uttime (ms),target,time_ca (ms),targ_pos_x (km),targ_pos_y (km),targ_pos_z (km),source,data_reliability,table_set_id,coadd_cnt,osp_fil_1_status,oss_fil_2_status,csp_fil_3_status,css_fil_4_status,seq_table,cyc_num,cyc_table,scan_num,trap_table,sw_table,mass_table,focus_table,da_table,velocity_comp (km/s),ipnum,mass_per_charge (Da/z),os_lens2 (V),os_lens1 (V),os_lens4 (V),os_lens3 (V),qp_lens2 (V),qp_lens1 (V),qp_lens4 (V),qp_lens3 (V),qp_bias (V),ion_defl2 (V),ion_defl1 (V),ion_defl4 (V),ion_defl3 (V),top_plate (V),p_energy (eV),alt_t (km),view_dir_t_x,view_dir_t_y,view_dir_t_z,sc_pos_t_x (km),sc_pos_t_y (km),sc_pos_t_z (km),sc_vel_t_x (km/s),sc_vel_t_y (km/s),sc_vel_t_z (km/s),sc_vel_t_scx (km/s),sc_vel_t_scy (km/s),sc_vel_t_scz (km/s),lst_t (hours),sza_t (deg),ss_long_t (deg),distance_s (km),view_dir_s_x,view_dir_s_y,view_dir_s_z,sc_pos_s_x (km),sc_pos_s_y (km),sc_pos_s_z (km),sc_vel_s_x (km/s),sc_vel_s_y (km/s),sc_vel_s_z (km/s),lst_s (hours),sza_s (deg),ss_long_s (deg),sc_att_angle_ra (rad),sc_att_angle_dec (rad),sc_att_angle_tw (rad),c1counts,c2counts
2005-048T00:03:20.921,200921,"EPIMETHEUS",-740729,80629,128796,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,48,51.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,9.514,71797.211,,,,-68018.78,-23194.99,19.96,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146835,156748,-364,11.01,-13.463,0.13,-5.223,100.715,54.78,,,,24,8
2005-048T00:03:20.955,200955,"EPIMETHEUS",-740695,80629,128796,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,49,52.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,9.701,71797.197,,,,-68018.82,-23194.82,19.96,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146835,156748,-364,11.01,-13.463,0.13,-5.223,100.715,54.78,,,,16,6
2005-048T00:03:20.989,200989,"EPIMETHEUS",-740661,80629,128796,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,50,53.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,9.888,71797.182,,,,-68018.86,-23194.65,19.96,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146835,156747,-364,11.01,-13.463,0.13,-5.223,100.715,54.78,,,,22,12
2005-048T00:03:21.023,201023,"EPIMETHEUS",-740627,80629,128796,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,51,54.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,10.074,71797.167,,,,-68018.9,-23194.48,19.97,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146836,156747,-364,11.009,-13.463,0.13,-5.223,100.715,54.78,,,,20,14
2005-048T00:03:21.057,201057,"EPIMETHEUS",-740593,80630,128795,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,52,55.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,10.261,71797.153,,,,-68018.95,-23194.32,19.97,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146836,156746,-364,11.009,-13.463,0.13,-5.223,100.716,54.78,,,,10,3
2005-048T00:03:21.091,201091,"EPIMETHEUS",-740559,80630,128795,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,53,56.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,10.447,71797.138,,,,-68018.99,-23194.15,19.97,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146837,156746,-364,11.009,-13.463,0.13,-5.223,100.716,54.78,,,,13,11
2005-048T00:03:21.125,201125,"EPIMETHEUS",-740525,80630,128795,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,54,57.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,10.634,71797.123,,,,-68019.03,-23193.98,19.97,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146837,156745,-364,11.009,-13.463,0.13,-5.223,100.716,54.78,,,,19,8
2005-048T00:03:21.159,201159,"EPIMETHEUS",-740491,80631,128795,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,55,58.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,10.82,71797.109,,,,-68019.07,-23193.81,19.98,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146837,156745,-364,11.009,-13.463,0.13,-5.223,100.716,54.78,,,,17,10
2005-048T00:03:21.193,201193,"EPIMETHEUS",-740457,80631,128795,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,56,59.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.007,71797.094,,,,-68019.11,-23193.64,19.98,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146838,156744,-364,11.009,-13.463,0.13,-5.223,100.716,54.78,,,,15,4
2005-048T00:03:21.227,201227,"EPIMETHEUS",-740423,80631,128795,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,57,60.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.193,71797.079,,,,-68019.16,-23193.47,19.98,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146838,156744,-364,11.009,-13.463,0.13,-5.223,100.716,54.79,,,,19,6
2005-048T00:03:21.261,201261,"EPIMETHEUS",-740389,80631,128794,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,58,61.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.38,71797.064,,,,-68019.2,-23193.3,19.98,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214780,,,,146838,156743,-364,11.009,-13.463,0.13,-5.223,100.716,54.79,,,,22,8
2005-048T00:03:21.295,201295,"EPIMETHEUS",-740355,80632,128794,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,59,62.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.567,71797.05,,,,-68019.24,-23193.14,19.99,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214779,,,,146839,156743,-364,11.009,-13.463,0.13,-5.223,100.717,54.79,,,,16,8
2005-048T00:03:21.329,201329,"EPIMETHEUS",-740321,80632,128794,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,60,63.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.753,71797.035,,,,-68019.28,-23192.97,19.99,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214779,,,,146839,156743,-364,11.009,-13.463,0.13,-5.223,100.717,54.79,,,,13,10
2005-048T00:03:21.363,201363,"EPIMETHEUS",-740287,80632,128794,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,61,64.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,11.94,71797.02,,,,-68019.32,-23192.8,19.99,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214779,,,,146840,156742,-364,11.009,-13.463,0.13,-5.223,100.717,54.79,,,,15,11
2005-048T00:03:21.397,201397,"EPIMETHEUS",-740253,80632,128794,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,62,65.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.126,71797.006,,,,-68019.37,-23192.63,19.99,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214779,,,,146840,156742,-364,11.009,-13.463,0.13,-5.223,100.717,54.79,,,,9,2
2005-048T00:03:21.431,201431,"EPIMETHEUS",-740219,80633,128794,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,63,66.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.313,71796.991,,,,-68019.41,-23192.46,19.99,-1.233,4.955,0.071,,,,17.179,78.683,238.86,214779,,,,146840,156741,-364,11.009,-13.463,0.13,-5.223,100.717,54.79,,,,12,13
2005-048T00:03:21.466,201466,"EPIMETHEUS",-740184,80633,128794,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,64,67.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.499,71796.976,,,,-68019.45,-23192.29,20.0,-1.233,4.955,0.071,,,,17.18,78.684,238.86,214779,,,,146841,156741,-364,11.009,-13.463,0.13,-5.223,100.717,54.79,,,,13,11
2005-048T00:03:21.500,201500,"EPIMETHEUS",-740150,80633,128793,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,65,68.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.686,71796.961,,,,-68019.49,-23192.12,20.0,-1.233,4.955,0.071,,,,17.18,78.684,238.86,214779,,,,146841,156740,-364,11.009,-13.463,0.13,-5.223,100.718,54.79,,,,15,9
2005-048T00:03:21.534,201534,"EPIMETHEUS",-740116,80633,128793,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,66,69.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,12.872,71796.946,,,,-68019.53,-23191.95,20.0,-1.233,4.955,0.071,,,,17.18,78.684,238.86,214779,,,,146841,156740,-364,11.009,-13.463,0.13,-5.223,100.718,54.79,,,,21,14
2005-048T00:03:21.568,201568,"EPIMETHEUS",-740082,80634,128793,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,67,70.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,13.059,71796.932,,,,-68019.58,-23191.78,20.0,-1.233,4.955,0.071,,,,17.18,78.684,238.86,214779,,,,146842,156739,-364,11.009,-13.463,0.13,-5.223,100.718,54.79,,,,21,11
2005-048T00:03:21.602,201602,"EPIMETHEUS",-740048,80634,128793,-498,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,68,71.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,13.246,71796.917,,,,-68019.62,-23191.62,20.01,-1.233,4.955,0.071,,,,17.18,78.684,238.86,214779,,,,146842,156739,-364,11.009,-13.463,0.13,-5.223,100.718,54.79,,,,23,13
2005-048T00:04:28.748,268748,"EPIMETHEUS",-672902,81156,128476,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,1,1.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.187,71769.443,,,,-68102.62,-22860.66,24.76,-1.239,4.903,0.071,,,,17.188,78.806,239.27,214626,,,,147579,155835,-355,10.94,-13.463,0.131,-5.201,101.015,55.42,,,,27,3
2005-048T00:04:28.782,268782,"EPIMETHEUS",-672868,81156,128476,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,2,2.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.373,71769.43,,,,-68102.66,-22860.49,24.76,-1.239,4.903,0.071,,,,17.188,78.806,239.27,214626,,,,147579,155834,-355,10.94,-13.463,0.131,-5.201,101.015,55.42,,,,109,13
2005-048T00:04:28.816,268816,"EPIMETHEUS",-672834,81156,128476,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,3,3.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.56,71769.417,,,,-68102.7,-22860.32,24.76,-1.239,4.903,0.071,,,,17.188,78.806,239.27,214626,,,,147580,155834,-355,10.94,-13.463,0.131,-5.201,101.015,55.42,,,,21,8
2005-048T00:04:28.850,268850,"EPIMETHEUS",-672800,81156,128476,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,4,4.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.746,71769.404,,,,-68102.75,-22860.16,24.76,-1.239,4.903,0.071,,,,17.188,78.806,239.27,214626,,,,147580,155834,-355,10.94,-13.463,0.131,-5.201,101.015,55.42,,,,18,14
2005-048T00:04:28.884,268884,"EPIMETHEUS",-672766,81157,128476,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,5,5.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,0.933,71769.391,,,,-68102.79,-22859.99,24.77,-1.239,4.903,0.071,,,,17.188,78.806,239.27,214626,,,,147581,155833,-355,10.94,-13.463,0.131,-5.201,101.015,55.42,,,,14,2
2005-048T00:04:28.918,268918,"EPIMETHEUS",-672732,81157,128475,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,6,6.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,1.119,71769.378,,,,-68102.83,-22859.82,24.77,-1.239,4.903,0.071,,,,17.188,78.806,239.27,214626,,,,147581,155833,-355,10.94,-13.463,0.131,-5.201,101.016,55.42,,,,15,11
2005-048T00:04:28.952,268952,"EPIMETHEUS",-672698,81157,128475,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,7,7.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,1.306,71769.365,,,,-68102.87,-22859.66,24.77,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147581,155832,-355,10.94,-13.463,0.131,-5.201,101.016,55.42,,,,24,6
2005-048T00:04:28.986,268986,"EPIMETHEUS",-672664,81158,128475,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,8,8.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,1.492,71769.352,,,,-68102.92,-22859.49,24.77,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147582,155832,-355,10.94,-13.463,0.131,-5.201,101.016,55.42,,,,24,11
2005-048T00:04:29.020,269020,"EPIMETHEUS",-672630,81158,128475,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,9,12.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.239,71769.338,,,,-68102.96,-22859.32,24.78,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147582,155831,-355,10.94,-13.463,0.131,-5.201,101.016,55.42,,,,13,6
2005-048T00:04:29.054,269054,"EPIMETHEUS",-672596,81158,128475,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,10,13.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.425,71769.325,,,,-68103.0,-22859.16,24.78,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147582,155831,-355,10.94,-13.463,0.131,-5.201,101.016,55.42,,,,14,13
2005-048T00:04:29.088,269088,"EPIMETHEUS",-672562,81158,128475,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,11,14.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.612,71769.312,,,,-68103.04,-22858.99,24.78,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147583,155830,-355,10.94,-13.463,0.131,-5.201,101.016,55.42,,,,24,11
2005-048T00:04:29.122,269122,"EPIMETHEUS",-672528,81159,128474,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,12,15.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.798,71769.299,,,,-68103.08,-22858.82,24.78,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147583,155830,-355,10.94,-13.463,0.131,-5.201,101.016,55.42,,,,18,10
2005-048T00:04:29.156,269156,"EPIMETHEUS",-672494,81159,128474,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,13,16.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,2.985,71769.286,,,,-68103.13,-22858.66,24.79,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147583,155829,-355,10.94,-13.463,0.131,-5.201,101.017,55.42,,,,31,12
2005-048T00:04:29.190,269190,"EPIMETHEUS",-672460,81159,128474,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,14,17.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.171,71769.273,,,,-68103.17,-22858.49,24.79,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147584,155829,-355,10.94,-13.463,0.131,-5.201,101.017,55.42,,,,28,7
2005-048T00:04:29.224,269224,"EPIMETHEUS",-672426,81159,128474,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,15,18.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.358,71769.26,,,,-68103.21,-22858.32,24.79,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147584,155828,-355,10.939,-13.463,0.131,-5.201,101.017,55.42,,,,28,8
2005-048T00:04:29.258,269258,"EPIMETHEUS",-672392,81160,128474,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,16,19.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.545,71769.247,,,,-68103.25,-22858.16,24.79,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147585,155828,-355,10.939,-13.463,0.131,-5.201,101.017,55.42,,,,30,6
2005-048T00:04:29.292,269292,"EPIMETHEUS",-672358,81160,128474,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,17,20.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.731,71769.233,,,,-68103.29,-22857.99,24.79,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147585,155828,-355,10.939,-13.463,0.131,-5.201,101.017,55.42,,,,13,12
2005-048T00:04:29.326,269326,"EPIMETHEUS",-672324,81160,128474,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,18,21.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,3.918,71769.22,,,,-68103.34,-22857.82,24.8,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147585,155827,-355,10.939,-13.463,0.131,-5.201,101.017,55.42,,,,18,5
2005-048T00:04:29.360,269360,"EPIMETHEUS",-672290,81160,128473,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,19,22.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.104,71769.207,,,,-68103.38,-22857.66,24.8,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147586,155827,-355,10.939,-13.463,0.131,-5.201,101.017,55.42,,,,24,8
2005-048T00:04:29.394,269394,"EPIMETHEUS",-672256,81161,128473,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,20,23.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.291,71769.194,,,,-68103.42,-22857.49,24.8,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214625,,,,147586,155826,-355,10.939,-13.463,0.131,-5.201,101.018,55.42,,,,23,10
2005-048T00:04:29.428,269428,"EPIMETHEUS",-672222,81161,128473,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,21,24.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.477,71769.181,,,,-68103.46,-22857.32,24.8,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214624,,,,147586,155826,-355,10.939,-13.463,0.131,-5.201,101.018,55.43,,,,15,9
2005-048T00:04:29.462,269462,"EPIMETHEUS",-672188,81161,128473,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,22,25.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.664,71769.168,,,,-68103.51,-22857.16,24.81,-1.239,4.903,0.071,,,,17.188,78.807,239.27,214624,,,,147587,155825,-355,10.939,-13.463,0.131,-5.201,101.018,55.43,,,,15,12
2005-048T00:04:29.496,269496,"EPIMETHEUS",-672154,81161,128473,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,23,26.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,4.85,71769.155,,,,-68103.55,-22856.99,24.81,-1.239,4.903,0.071,,,,17.188,78.808,239.27,214624,,,,147587,155825,-355,10.939,-13.463,0.131,-5.201,101.018,55.43,,,,14,14
2005-048T00:04:29.530,269530,"EPIMETHEUS",-672120,81162,128473,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,24,27.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.037,71769.142,,,,-68103.59,-22856.82,24.81,-1.239,4.903,0.071,,,,17.188,78.808,239.27,214624,,,,147588,155824,-355,10.939,-13.463,0.131,-5.201,101.018,55.43,,,,23,5
2005-048T00:04:29.564,269564,"EPIMETHEUS",-672086,81162,128472,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,25,28.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.224,71769.128,,,,-68103.63,-22856.66,24.81,-1.239,4.903,0.071,,,,17.188,78.808,239.27,214624,,,,147588,155824,-355,10.939,-13.463,0.131,-5.201,101.018,55.43,,,,68,6
2005-048T00:04:29.598,269598,"EPIMETHEUS",-672052,81162,128472,-493,"csn",0,"156-1",30,"Off","Off","High-EV","Off",14,31,49,1,0,0,45,0,1,6.0,26,29.0,0.04,0.02,-29.86,-12.83,0.039,-88.053,0.116,-88.054,-1.023,-32.72,27.63,26.91,-32.49,0.14,5.41,71769.115,,,,-68103.67,-22856.49,24.82,-1.239,4.903,0.071,,,,17.188,78.808,239.27,214624,,,,147588,155823,-355,10.939,-13.463,0.131,-5.201,101.019,55.43,,,,23,14
